Sentence,Label
clown,ad hominem
"It’s about your family, the American people",appeal to emotion
"You, the American people. It’s about you. That’s what we’re talking about here.",appeal to emotion
"Close your eyes, remember what those people look like coming out of the fields, carrying torches, their veins bulging, spewing–just spewing anti-Semitic bile and accompanied by the Ku Klux Klan.",appeal to emotion
The Bishop of that very church said that it was a disgrace.,appeal to (false) authority
dog whistle,appeal to emotion
racist hatred,appeal to emotion
racist division,appeal to emotion
"we just got the support of 200–250 military leaders and generals, total support.",appeal to (false) authority
You can’t even say the word law enforcement.,ad hominem
"good, decent, honorable men and women",appeal to emotion
very bad ideas,appeal to emotion
very sick ideas,appeal to emotion
horrible place,appeal to emotion
racist place,appeal to emotion
hatred,appeal to emotion
Absolutely ridiculous,appeal to emotion
Violent crime,appeal to emotion
He wouldn’t know a suburb unless you took a wrong turn.,ad hominem
They’re dying in the suburbs,appeal to (false) authority
dangerous radical group.,appeal to emotion
whole big con job,appeal to emotion
"weaker, sicker, poorer, more divided and more violent",appeal to emotion
Putin’s puppy,ad hominem
"My son was in Iraq. He spent a year there. He got, he got the Bronze Star. He got the Conspicuous Service Medal. He was not a loser.",appeal to emotion
"people left behind, there, were heroes.",appeal to emotion
dishonorably discharged,appeal to emotion
And I’m proud of him. I’m proud of my son,appeal to emotion
crystal clean,appeal to emotion
beautiful clean,appeal to emotion
"I was with the head of a major country, it’s a forest city",appeal to (false) authority
much less expensive,appeal to emotion
much safer,appeal to emotion
old slugs,ad hominem
absolutely wrong,appeal to emotion
dumbest,appeal to emotion
most ridiculous,appeal to emotion
"hard, hard, good jobs",appeal to emotion
"They came after me spying on my campaign. They started from the day I won, and even before I won.",appeal to emotion
solicited ballot,appeal to emotion
There’s fraud. They found ’em in creeks.,appeal to emotion
This is going to be a fraud like you’ve never seen.,appeal to emotion
fraud,appeal to emotion
shame,appeal to emotion
It’s a rigged election.,appeal to emotion
horrible thing,appeal to emotion
This is not going to end well,appeal to emotion
"very safe, very nice thing",appeal to emotion
bad things,appeal to emotion
